train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
0.9006196014635831,0.008901210128027555,0.9059638409618255,0.005378221228238483
0.8094903551488061,0.011994785308798264,0.8215854576609645,0.009783504154603195
0.7397974557272676,0.013868036874694173,0.7588618167416789,0.013897126841899645
0.6863774782195217,0.015704292678106663,0.7092521604564456,0.019334060014413824
0.6455210032328739,0.017861778192182407,0.6747833655420958,0.02251330642170019
0.6098023859656126,0.019191661850112732,0.6441264320662489,0.026850348667647714
0.5775635802089245,0.020275001731761003,0.6157610098327656,0.031361589613974436
0.5519557832010898,0.022034659816251086,0.5939972530019246,0.03372898095796133
0.5290270008621953,0.023473107657081015,0.5756630806733345,0.0363163822326712
0.5094329112124423,0.023730968264046432,0.5612459900106427,0.041138921538311016
0.49273879472063004,0.02455610047533754,0.5479951330088871,0.04388769997927791
0.4760380904139481,0.025390984200598373,0.5352869746103981,0.0476772567793113
0.4622892313814056,0.026311535308991385,0.5250791644369602,0.050961770380552524
0.4496833066692724,0.02699875068285226,0.5164677249328992,0.05235651798762791
0.43864086152282883,0.02795433093068655,0.508334116992929,0.054495085034200884
0.4276195033856818,0.028422281715626132,0.5016476252706497,0.05604118507453926
0.41786856936407696,0.02964084958193049,0.4947918745106071,0.059060560230754976
0.4084348100566868,0.030750724235981807,0.48873641469129697,0.06025217733577743
0.4000188915559808,0.03154344981633553,0.483813509652611,0.061807529879084826
0.3929590335106707,0.032142820021314536,0.47961363851904376,0.06272062001996763
0.38564754692706865,0.03244735499786857,0.4748098318833905,0.06428409113972453
0.3787754491409887,0.03259469532095592,0.4706020614087576,0.06498667635802434
0.37185474114143796,0.03305419284826326,0.4661255246378046,0.06599401544034283
0.3659563112993194,0.032948965989404166,0.4629848908135062,0.06786260484515787
0.35978032636763785,0.03336708830519282,0.4590807160893704,0.06940165561468821
0.35386402301048064,0.03360956700013946,0.4549988716154962,0.07031794896074656
0.34855101517763903,0.033676539456471935,0.45248408332424533,0.07102079214755143
0.34357367076034384,0.03352937998082896,0.4501063855122623,0.07272341629889117
0.3387353109346061,0.033815298615845216,0.4471087141210906,0.07314114294008679
0.3338365597812219,0.033497747381165476,0.44445961690733177,0.07459706794027243
0.32933865883485586,0.03350134080747989,0.44149878083238253,0.07570601068437513
0.32480930827362475,0.03339695706744511,0.43816824640431146,0.07716871746669188
0.32075632513662117,0.033240626178845656,0.43652233315829697,0.0778877908600891
0.3171203009388645,0.0332238463493099,0.4351678616331225,0.07907399021590145
0.31325559746983417,0.033110740773119825,0.43318720486678863,0.08039941632235167
0.3097461982606416,0.03304668614383965,0.43163242733590607,0.08243222518007488
0.30651950619418494,0.032813587676980546,0.4316154765087767,0.08313676931974524
0.3035855324433559,0.03279896934968719,0.43122898332145104,0.08426064545025773
0.30051198469186463,0.03248884007654682,0.42981964889259383,0.08716976218530957
0.2976563700890367,0.032464413615829635,0.42897168144973463,0.08821116839480377
0.29469332860340236,0.03230826786710689,0.4287078820383144,0.08891673437453555
0.2917926859480033,0.03220594729254193,0.42899691398565426,0.08982501238175362
0.289149918534023,0.03199830277575385,0.428222061624333,0.09178113495109468
0.28656486620840493,0.031860469609582116,0.4275284931988936,0.09374416599007603
0.2839316379811751,0.03183161002217927,0.4267988652208578,0.09401391109657362
0.28157239499224307,0.03170755920061368,0.42747922870655014,0.09517612664303257
0.2792726112634385,0.031545889510792464,0.4269169709070391,0.09689260929114978
0.27694804475293516,0.03152209143216471,0.4262012676119085,0.09816387074892408
0.27477022439375126,0.03134184756282546,0.4258936840441511,0.09947794367519372
